Entity,Code,Year,Share of population in poverty
Slovakia,SVK,2012,0.40092897
Slovakia,SVK,2013,0.28149927
Slovakia,SVK,2014,0.6754492
Slovakia,SVK,2015,0.66175985
Slovakia,SVK,2016,1.3807007
Slovakia,SVK,2017,0.22536847
Slovakia,SVK,2018,0.16945708
Slovakia,SVK,2019,0.11811627
Slovakia,SVK,2020,0.21230671
Slovakia,SVK,2021,0.10148099
Slovenia,SVN,1987,0.016102295
Slovenia,SVN,1993,0.040511474
Slovenia,SVN,1997,0
Slovenia,SVN,1999,0
Slovenia,SVN,2004,0.025957223
Slovenia,SVN,2005,0.101450935
Slovenia,SVN,2006,0.05046054
Slovenia,SVN,2007,0.03234887
Slovenia,SVN,2008,0
Slovenia,SVN,2009,0
Slovenia,SVN,2010,0.009157744
Slovenia,SVN,2011,0
Slovenia,SVN,2012,0.026254445
Slovenia,SVN,2013,0.021756856
Slovenia,SVN,2014,0
Slovenia,SVN,2015,0.004852958
Slovenia,SVN,2016,0
Slovenia,SVN,2017,0
Slovenia,SVN,2018,0
Slovenia,SVN,2019,0
Slovenia,SVN,2020,0
Slovenia,SVN,2021,0
Solomon Islands,SLB,2005,50.6165
Solomon Islands,SLB,2012,26.564884
South Africa,ZAF,1993,33.540047
South Africa,ZAF,2000,36.825283
South Africa,ZAF,2005,28.331333
South Africa,ZAF,2008,18.662973
South Africa,ZAF,2010,18.035963
South Africa,ZAF,2014,20.492558
South Asia (PIP),,1990,49.99015
South Asia (PIP),,1991,48.510094
South Asia (PIP),,1992,46.783237
South Asia (PIP),,1993,46.19489
South Asia (PIP),,1994,44.582584
South Asia (PIP),,1995,43.757954
South Asia (PIP),,1996,42.236565
South Asia (PIP),,2002,40.37355
South Asia (PIP),,2003,38.934383
South Asia (PIP),,2004,37.170647
South Asia (PIP),,2005,35.515728
South Asia (PIP),,2006,33.808083
South Asia (PIP),,2007,32.09656
South Asia (PIP),,2008,30.94404
South Asia (PIP),,2009,29.53194
South Asia (PIP),,2010,25.400671
South Asia (PIP),,2011,21.568077
South Asia (PIP),,2012,19.864418
South Asia (PIP),,2013,18.945276
South Asia (PIP),,2014,17.85225
South Asia (PIP),,2015,16.593199
South Asia (PIP),,2016,15.777758
South Asia (PIP),,2017,12.60136
South Asia (PIP),,2018,10.106245
South Asia (PIP),,2019,10.625864
South Asia (PIP),,2020,13.019447
South Asia (PIP),,2021,11.476871
South Asia (PIP),,2022,9.739691
South Korea,KOR,2006,0.24944234
South Korea,KOR,2008,0.24275911
South Korea,KOR,2010,0.4958997
South Korea,KOR,2012,0.24928062
South Korea,KOR,2014,0.23564287
South Korea,KOR,2016,0.22666515
South Sudan,SSD,2009,34.54165
South Sudan,SSD,2016,67.32727
Spain,ESP,1980,0.4969268
Spain,ESP,1985,0.23731555
Spain,ESP,1990,0.4944265
Spain,ESP,1993,1.2375659
Spain,ESP,1994,0.9975268
Spain,ESP,1995,1.4823424
Spain,ESP,1996,1.4911164
Spain,ESP,1997,0.9859978
Spain,ESP,1998,0.95270455
Spain,ESP,1999,0.720118
Spain,ESP,2000,0.67538816
Spain,ESP,2003,0.8087511
Spain,ESP,2004,0.81765175
Spain,ESP,2005,0.7379749
Spain,ESP,2006,0.76963174
Spain,ESP,2007,0.36304086
Spain,ESP,2008,0.4889186
Spain,ESP,2009,0.80560046
Spain,ESP,2010,0.67572516
Spain,ESP,2011,1.1273297
Spain,ESP,2012,0.93659365
Spain,ESP,2013,1.136304
Spain,ESP,2014,0.7871572
Spain,ESP,2015,0.90352696
Spain,ESP,2016,1.1252797
Spain,ESP,2017,0.67809105
Spain,ESP,2018,0.8386145
Spain,ESP,2019,0.79381347
Spain,ESP,2020,0.8863663
Spain,ESP,2021,0.5642503
Sri Lanka,LKA,1985,16.94997
Sri Lanka,LKA,1990,11.616388
Sri Lanka,LKA,1995,11.775274
Sri Lanka,LKA,2002,11.017083
Sri Lanka,LKA,2006,5.6293645
Sri Lanka,LKA,2009,3.4954607
Sri Lanka,LKA,2012,2.5871487
Sri Lanka,LKA,2016,1.2953176
Sri Lanka,LKA,2019,0.95861256
Sub-Saharan Africa (PIP),,1990,54.740406
Sub-Saharan Africa (PIP),,1991,56.16085
Sub-Saharan Africa (PIP),,1992,57.145016
Sub-Saharan Africa (PIP),,1993,58.2323
Sub-Saharan Africa (PIP),,1994,58.538963
Sub-Saharan Africa (PIP),,1995,58.08488
Sub-Saharan Africa (PIP),,1996,57.43651
Sub-Saharan Africa (PIP),,1997,56.976093
Sub-Saharan Africa (PIP),,1998,56.756454
Sub-Saharan Africa (PIP),,1999,56.39627
Sub-Saharan Africa (PIP),,2000,55.997883
Sub-Saharan Africa (PIP),,2001,55.02488
Sub-Saharan Africa (PIP),,2002,54.375793
Sub-Saharan Africa (PIP),,2003,53.211594
Sub-Saharan Africa (PIP),,2004,50.416653
Sub-Saharan Africa (PIP),,2005,48.702396
Sub-Saharan Africa (PIP),,2006,47.159145
Sub-Saharan Africa (PIP),,2007,46.023014
Sub-Saharan Africa (PIP),,2008,44.47227
Sub-Saharan Africa (PIP),,2009,43.907417
Sub-Saharan Africa (PIP),,2010,42.120502
Sub-Saharan Africa (PIP),,2011,40.977238
Sub-Saharan Africa (PIP),,2012,39.76712
Sub-Saharan Africa (PIP),,2013,38.86849
Sub-Saharan Africa (PIP),,2014,38.101425
Sub-Saharan Africa (PIP),,2015,38.19985
Sub-Saharan Africa (PIP),,2016,37.98245
Sub-Saharan Africa (PIP),,2017,37.453777
Sub-Saharan Africa (PIP),,2018,36.87466
Sub-Saharan Africa (PIP),,2019,36.659363
Sudan,SDN,2009,18.576168
Sudan,SDN,2014,15.26306
Suriname,SUR,2022,1.1043117
Suriname (urban),,1999,18.417946
Sweden,SWE,1975,0.49898672
Sweden,SWE,1981,0.24968058
Sweden,SWE,1987,0.24625531
Sweden,SWE,1992,0.2435132
Sweden,SWE,1995,0.24724913
Sweden,SWE,2000,0
Sweden,SWE,2001,0.24867782
Sweden,SWE,2002,0
Sweden,SWE,2003,0.32370964
Sweden,SWE,2004,0.397172
Sweden,SWE,2005,1.0845832
Sweden,SWE,2006,0.36438262
Sweden,SWE,2007,0.41083917
Sweden,SWE,2008,0.5764025
Sweden,SWE,2009,0.45801592
Sweden,SWE,2010,0.5474092
Sweden,SWE,2011,0.6156513
Sweden,SWE,2012,0.45700213
Sweden,SWE,2013,0.65087146
Sweden,SWE,2014,0.47433352
Sweden,SWE,2015,0.5691551
Sweden,SWE,2016,0.26145265
Sweden,SWE,2017,0.24834995
Sweden,SWE,2018,0.72550684
Sweden,SWE,2019,0.3165186
Sweden,SWE,2020,0.38908952
Sweden,SWE,2021,0.6292847
Switzerland,CHE,1982,0.69740707
Switzerland,CHE,1992,0.49456292
Switzerland,CHE,2000,0
Switzerland,CHE,2002,0
Switzerland,CHE,2006,0.046570357
Switzerland,CHE,2007,0.0208164
Switzerland,CHE,2008,0.068479605
Switzerland,CHE,2009,0.038057733
Switzerland,CHE,2010,0.048670206
Switzerland,CHE,2011,0.003111316
Switzerland,CHE,2012,0.008965495
Switzerland,CHE,2013,0.042183742
Switzerland,CHE,2014,0.032768063
Switzerland,CHE,2015,0.030542554
Switzerland,CHE,2016,0.03427533
Switzerland,CHE,2017,0
Switzerland,CHE,2018,0.03050398
Switzerland,CHE,2019,0.017386846
Switzerland,CHE,2020,0.037200913
Syria,SYR,1996,2.3783545
Syria,SYR,2003,1.0559967
Syria,SYR,2006,2.8414648
Syria,SYR,2009,2.4387133
Syria,SYR,2022,24.835932
Taiwan,TWN,1981,0
Taiwan,TWN,1986,0
Taiwan,TWN,1991,0
Taiwan,TWN,1995,0.49881068
Taiwan,TWN,1997,0
Taiwan,TWN,2000,0
Taiwan,TWN,2005,0
Taiwan,TWN,2007,0
Taiwan,TWN,2010,0.24100542
Taiwan,TWN,2013,0
Taiwan,TWN,2016,0
Taiwan,TWN,2017,0
Taiwan,TWN,2018,0
Taiwan,TWN,2019,0
Taiwan,TWN,2020,0
Taiwan,TWN,2021,0
Tajikistan,TJK,1999,61.962402
Tajikistan,TJK,2003,36.74976
Tajikistan,TJK,2004,21.35816
Tajikistan,TJK,2007,12.797472
Tajikistan,TJK,2009,6.792115
Tajikistan,TJK,2015,6.114529
Tanzania,TZA,1991,69.288864
Tanzania,TZA,2000,84.03533
Tanzania,TZA,2007,56.240715
Tanzania,TZA,2011,44.655464
Tanzania,TZA,2018,44.94932
Thailand,THA,1981,22.72825
Thailand,THA,1988,18.048384
Thailand,THA,1990,12.345011
Thailand,THA,1992,8.9950075
Thailand,THA,1994,4.503987
Thailand,THA,1996,3.0861952
Thailand,THA,1998,2.175271
Thailand,THA,1999,3.950531
Thailand,THA,2000,3.9674916
Thailand,THA,2002,1.7592947
Thailand,THA,2004,1.1857115
Thailand,THA,2006,0.92987514
Thailand,THA,2007,0.54169595
Thailand,THA,2008,0.30446866
Thailand,THA,2009,0.24722661
Thailand,THA,2010,0.26523823
Thailand,THA,2011,0.07156153
Thailand,THA,2012,0.11532052
Thailand,THA,2013,0.060821895
Thailand,THA,2014,0.090258256
Thailand,THA,2015,0.04653752
Thailand,THA,2016,0.0361475
Thailand,THA,2017,0.03712679
Thailand,THA,2018,0.032133956
Thailand,THA,2019,0.0950376
Thailand,THA,2020,0.046665337
Thailand,THA,2021,0.013972186
Togo,TGO,2006,60.969154
Togo,TGO,2011,58.887207
Togo,TGO,2015,54.69216
Togo,TGO,2018,28.434795
Togo,TGO,2021,26.59183
Tonga,TON,2000,3.0948093
Tonga,TON,2009,1.2616102
Tonga,TON,2015,1.7910179
Tonga,TON,2021,0.01921559
Trinidad and Tobago,TTO,1988,0
Trinidad and Tobago,TTO,1992,2.0847802
Tunisia,TUN,1985,12.287817
Tunisia,TUN,1990,8.553213
Tunisia,TUN,1995,9.480762
Tunisia,TUN,2000,4.379243
Tunisia,TUN,2005,2.5680616
Tunisia,TUN,2010,1.4960226
Tunisia,TUN,2015,0.14006154
Tunisia,TUN,2021,0.27373365
Turkey,TUR,1987,2.1580079
Turkey,TUR,1994,2.951306
Turkey,TUR,2002,2.1044152
Turkey,TUR,2003,3.8555894
Turkey,TUR,2004,2.0136497
Turkey,TUR,2005,2.3406663
Turkey,TUR,2006,1.7702271
Turkey,TUR,2007,1.3053389
Turkey,TUR,2008,0.56494784
Turkey,TUR,2009,0.72038996
Turkey,TUR,2010,0.77376914
Turkey,TUR,2011,0.12952742
Turkey,TUR,2012,0.09306085
Turkey,TUR,2013,0.29810533
Turkey,TUR,2014,0.20468259
Turkey,TUR,2015,0.21237287
Turkey,TUR,2016,0.20271698
Turkey,TUR,2017,0.30056062
Turkey,TUR,2018,0.35439268
Turkey,TUR,2019,0.45154127
Turkey,TUR,2020,0.47089854
Turkey,TUR,2021,0.44286466
Turkmenistan,TKM,1998,43.115105
Tuvalu,TUV,2010,3.625352
Uganda,UGA,1989,58.6893
Uganda,UGA,1992,65.10545
Uganda,UGA,1996,63.94645
Uganda,UGA,1999,67.94519
Uganda,UGA,2002,66.02675
Uganda,UGA,2005,57.33955
Uganda,UGA,2009,45.898636
Uganda,UGA,2012,37.544044
Uganda,UGA,2016,42.861576
Uganda,UGA,2019,42.11563
Ukraine,UKR,1992,3.9067447
Ukraine,UKR,1993,1.9460162
Ukraine,UKR,1995,7.100867
Ukraine,UKR,1996,7.2080126
Ukraine,UKR,2002,2.662997
Ukraine,UKR,2003,1.138516
Ukraine,UKR,2004,0.9296715
Ukraine,UKR,2005,0.3968115
Ukraine,UKR,2006,0.16045214
Ukraine,UKR,2007,0.10203078
Ukraine,UKR,2008,0.026821088
Ukraine,UKR,2009,0.06931827
Ukraine,UKR,2010,0.012536798
Ukraine,UKR,2011,0.011348583
Ukraine,UKR,2012,0.11384704
Ukraine,UKR,2013,0.004414646
Ukraine,UKR,2014,0.012276275
Ukraine,UKR,2015,0.12321677
Ukraine,UKR,2016,0.0983475
Ukraine,UKR,2017,0.03222395
Ukraine,UKR,2018,0.009935224
Ukraine,UKR,2019,0
Ukraine,UKR,2020,0.028825609
United Arab Emirates,ARE,2013,0
United Kingdom,GBR,1968,0.22279997
United Kingdom,GBR,1969,0.24375853
United Kingdom,GBR,1970,0
United Kingdom,GBR,1971,0
United Kingdom,GBR,1972,0.23006743
United Kingdom,GBR,1973,0
United Kingdom,GBR,1974,0.23836887
United Kingdom,GBR,1975,0.23684762
United Kingdom,GBR,1976,0
United Kingdom,GBR,1977,0.24468091
United Kingdom,GBR,1978,0
United Kingdom,GBR,1979,0
United Kingdom,GBR,1980,0
United Kingdom,GBR,1981,0
United Kingdom,GBR,1982,0
United Kingdom,GBR,1983,0
United Kingdom,GBR,1984,0
United Kingdom,GBR,1985,0.21794489
United Kingdom,GBR,1986,0.246679
United Kingdom,GBR,1987,0
United Kingdom,GBR,1988,0
United Kingdom,GBR,1989,0.23182261
United Kingdom,GBR,1990,0
United Kingdom,GBR,1991,0
United Kingdom,GBR,1992,0.24008574
United Kingdom,GBR,1993,0.24117
United Kingdom,GBR,1994,0.24662726
United Kingdom,GBR,1995,0.24714142
United Kingdom,GBR,1996,0.24636719
United Kingdom,GBR,1997,0.24725112
United Kingdom,GBR,1998,0.24555744
United Kingdom,GBR,1999,0.24853188
United Kingdom,GBR,2000,0.2488854
United Kingdom,GBR,2001,0.24793082
United Kingdom,GBR,2002,0.24940577
United Kingdom,GBR,2003,0.24987273
United Kingdom,GBR,2004,0.24976642
United Kingdom,GBR,2005,0.24664982
United Kingdom,GBR,2006,0.23013963
United Kingdom,GBR,2007,0.24377541
United Kingdom,GBR,2008,0.2468745
United Kingdom,GBR,2009,0.24892771
United Kingdom,GBR,2010,0.24635163
United Kingdom,GBR,2011,0.24730621
United Kingdom,GBR,2012,0.24467662
United Kingdom,GBR,2013,0.24445823
United Kingdom,GBR,2014,0.24630047
United Kingdom,GBR,2015,0.24924742
United Kingdom,GBR,2016,0.24917287
United Kingdom,GBR,2017,0.24929656
United Kingdom,GBR,2018,0.49848223
United Kingdom,GBR,2019,0.49803847
United Kingdom,GBR,2020,0.49933377
United Kingdom,GBR,2021,0.24510054
United States,USA,1963,1.2488154
United States,USA,1964,1.2425098
United States,USA,1965,0.99959636
United States,USA,1966,0.9982232
United States,USA,1967,0.998477
United States,USA,1968,0.7472127
United States,USA,1969,0.4991601
United States,USA,1970,0.99295706
United States,USA,1971,0.747157
United States,USA,1972,0.74866146
United States,USA,1973,0.7495643
United States,USA,1974,0.74715984
United States,USA,1975,0.49715438
United States,USA,1976,0.49868184
United States,USA,1977,0.499499
United States,USA,1978,0.499942
United States,USA,1979,0.49982077
United States,USA,1980,0.4995189
United States,USA,1981,0.49927452
United States,USA,1982,0.74773115
United States,USA,1983,0.49979457
United States,USA,1984,0.49553943
United States,USA,1985,0.49709204
United States,USA,1986,0.49619088
United States,USA,1987,0.49927145
United States,USA,1988,0.4992039
United States,USA,1989,0.49920124
United States,USA,1990,0.49714324
United States,USA,1991,0.49938723
United States,USA,1992,0.49789935
United States,USA,1993,0.49965855
United States,USA,1994,0.49979275
United States,USA,1995,0.49998137
United States,USA,1996,0.7485454
United States,USA,1997,0.74906164
United States,USA,1998,0.7488341
United States,USA,1999,0.74805623
United States,USA,2000,0.74959534
United States,USA,2001,0.7493069
United States,USA,2002,0.74891585
United States,USA,2003,0.9974198
United States,USA,2004,0.9998821
United States,USA,2005,0.99973184
United States,USA,2006,0.9989091
United States,USA,2007,0.99989045
United States,USA,2008,0.99974924
United States,USA,2009,0.9993861
United States,USA,2010,0.99972683
United States,USA,2011,0.9989762
United States,USA,2012,0.99847966
United States,USA,2013,0.99546385
United States,USA,2014,1.2489468
United States,USA,2015,1.2491881
United States,USA,2016,0.9993911
United States,USA,2017,1.2499229
United States,USA,2018,0.9997919
United States,USA,2019,0.99917054
United States,USA,2020,0.24997409
United States,USA,2021,0.24871896
Uruguay,URY,2006,0.5640882
Uruguay,URY,2007,0.38097277
Uruguay,URY,2008,0.22757798
Uruguay,URY,2009,0.28220025
Uruguay,URY,2010,0.16911623
Uruguay,URY,2011,0.13941857
Uruguay,URY,2012,0.1693853
Uruguay,URY,2013,0.17424801
Uruguay,URY,2014,0.15346177
Uruguay,URY,2015,0.14976595
Uruguay,URY,2016,0.09227166
Uruguay,URY,2017,0.06634591
Uruguay,URY,2018,0.055849954
Uruguay,URY,2019,0.102072
Uruguay,URY,2020,0.20679526
Uruguay,URY,2021,0.112155
Uruguay,URY,2022,0.15517578
Uruguay (urban),,1981,0
Uruguay (urban),,1989,0.6781315
Uruguay (urban),,1992,0.5608615
Uruguay (urban),,1995,0.5344624
Uruguay (urban),,1996,0.59042615
Uruguay (urban),,1997,0.5678494
Uruguay (urban),,1998,0.6430772
Uruguay (urban),,2000,0.6551623
Uruguay (urban),,2001,0.49742898
Uruguay (urban),,2002,0.6346368
Uruguay (urban),,2003,0.8112068
Uruguay (urban),,2004,1.0326413
Uruguay (urban),,2005,0.8616673
Uzbekistan,UZB,1998,58.80824
Uzbekistan,UZB,2000,81.34299
Uzbekistan,UZB,2002,80.46969
Uzbekistan,UZB,2003,81.503525
Uzbekistan,UZB,2022,2.2530925
Vanuatu,VUT,2010,14.650419
Vanuatu,VUT,2019,9.963333
Venezuela,VEN,1981,6.6803813
Venezuela,VEN,1987,7.030525
Venezuela,VEN,1989,5.318249
Venezuela,VEN,1992,4.5260434
Venezuela,VEN,1995,9.928085
Venezuela,VEN,1998,10.43187
Venezuela,VEN,1999,11.833123
Venezuela,VEN,2001,10.2914915
Venezuela,VEN,2002,16.381353
Venezuela,VEN,2003,19.652534
Venezuela,VEN,2004,16.60901
Venezuela,VEN,2005,14.35571
Venezuela,VEN,2006,7.1300364
Vietnam,VNM,1992,45.069004
Vietnam,VNM,1997,24.38948
Vietnam,VNM,2002,29.939255
Vietnam,VNM,2004,20.142012
Vietnam,VNM,2006,14.901668
Vietnam,VNM,2008,11.139827
Vietnam,VNM,2010,2.8704822
Vietnam,VNM,2012,1.6601624
Vietnam,VNM,2014,1.9120458
Vietnam,VNM,2016,1.2634453
Vietnam,VNM,2018,1.2314411
Vietnam,VNM,2020,0.6537779
Vietnam,VNM,2022,0.9637949
Western and Central Africa (PIP),,1990,55.47213
Western and Central Africa (PIP),,1991,56.87845
Western and Central Africa (PIP),,1992,57.342434
Western and Central Africa (PIP),,1993,58.361893
Western and Central Africa (PIP),,1994,58.859474
Western and Central Africa (PIP),,1995,58.903175
Western and Central Africa (PIP),,1996,58.653484
Western and Central Africa (PIP),,1997,57.74533
Western and Central Africa (PIP),,1998,56.956993
Western and Central Africa (PIP),,1999,56.105785
Western and Central Africa (PIP),,2001,53.72399
Western and Central Africa (PIP),,2002,51.128025
Western and Central Africa (PIP),,2003,49.671566
Western and Central Africa (PIP),,2004,47.681896
Western and Central Africa (PIP),,2005,46.521946
Western and Central Africa (PIP),,2006,45.46865
Western and Central Africa (PIP),,2008,42.510025
Western and Central Africa (PIP),,2009,41.48901
Western and Central Africa (PIP),,2010,39.091095
Western and Central Africa (PIP),,2011,38.1737
Western and Central Africa (PIP),,2012,36.145203
Western and Central Africa (PIP),,2013,34.759766
Western and Central Africa (PIP),,2014,33.08713
Western and Central Africa (PIP),,2015,33.032963
Western and Central Africa (PIP),,2016,31.759811
Western and Central Africa (PIP),,2017,29.943645
Western and Central Africa (PIP),,2018,28.223831
Western and Central Africa (PIP),,2019,27.262995
World,OWID_WRL,1990,38.011127
World,OWID_WRL,1991,37.353195
World,OWID_WRL,1992,36.39596
World,OWID_WRL,1993,35.658836
World,OWID_WRL,1994,33.981647
World,OWID_WRL,1995,32.71951
World,OWID_WRL,1996,31.17038
World,OWID_WRL,1997,30.9266
World,OWID_WRL,1998,31.233442
World,OWID_WRL,1999,30.339867
World,OWID_WRL,2000,29.30042
World,OWID_WRL,2001,28.30651
World,OWID_WRL,2002,26.892752
World,OWID_WRL,2003,25.36707
World,OWID_WRL,2004,23.440056
World,OWID_WRL,2005,21.684637
World,OWID_WRL,2006,20.7238
World,OWID_WRL,2007,19.474674
World,OWID_WRL,2008,18.675625
World,OWID_WRL,2009,17.679468
World,OWID_WRL,2010,15.88231
World,OWID_WRL,2011,14.044905
World,OWID_WRL,2012,13.1075945
World,OWID_WRL,2013,11.606213
World,OWID_WRL,2014,11.082543
World,OWID_WRL,2015,10.654512
World,OWID_WRL,2016,10.414635
World,OWID_WRL,2017,9.591969
World,OWID_WRL,2018,8.852954
World,OWID_WRL,2019,8.92022
World,OWID_WRL,2020,9.761925
World,OWID_WRL,2021,9.520158
World,OWID_WRL,2022,8.978049
World (excluding China),,1990,28.742498
World (excluding China),,1991,28.5778
World (excluding China),,1992,28.323057
World (excluding China),,1993,28.378773
World (excluding China),,1994,27.792343
World (excluding China),,1995,27.265463
World (excluding China),,1996,26.672817
World (excluding China),,1997,26.616024
World (excluding China),,1998,27.20376
World (excluding China),,1999,26.269802
World (excluding China),,2000,25.830528
World (excluding China),,2001,25.391886
World (excluding China),,2002,24.44534
World (excluding China),,2003,23.786106
World (excluding China),,2004,22.56733
World (excluding China),,2005,21.57712
World (excluding China),,2006,20.778776
World (excluding China),,2007,19.598177
World (excluding China),,2008,18.848957
World (excluding China),,2009,18.062597
World (excluding China),,2010,16.352581
World (excluding China),,2011,14.9448185
World (excluding China),,2012,14.187431
World (excluding China),,2013,13.6334305
World (excluding China),,2014,13.160091
World (excluding China),,2015,12.827116
World (excluding China),,2016,12.593519
World (excluding China),,2017,11.606297
World (excluding China),,2018,10.741607
World (excluding China),,2019,10.871094
World (excluding China),,2020,11.886829
World (excluding China),,2021,11.577954
World (excluding China),,2022,10.8984785
World (excluding India),,1990,35.76807
World (excluding India),,1991,35.01465
World (excluding India),,1992,33.938004
World (excluding India),,1993,33.13942
World (excluding India),,1994,31.228844
World (excluding India),,1995,29.845942
World (excluding India),,1996,28.146059
World (excluding India),,1997,27.900976
World (excluding India),,1998,28.359413
World (excluding India),,1999,27.480116
World (excluding India),,2000,26.29278
World (excluding India),,2001,25.133917
World (excluding India),,2002,23.44851
World (excluding India),,2003,21.756212
World (excluding India),,2004,19.638863
World (excluding India),,2005,17.807638
World (excluding India),,2006,16.977669
World (excluding India),,2007,15.79241
World (excluding India),,2008,14.989879
World (excluding India),,2009,14.062829
World (excluding India),,2010,13.00096
World (excluding India),,2011,11.758038
World (excluding India),,2012,11.0547695
World (excluding India),,2013,9.42872
World (excluding India),,2014,9.0452795
World (excluding India),,2015,8.813119
World (excluding India),,2016,8.707634
World (excluding India),,2017,8.541793
World (excluding India),,2018,8.297352
World (excluding India),,2019,8.215348
World (excluding India),,2020,8.523925
World (excluding India),,2021,8.610828
World (excluding India),,2022,8.400211
Yemen,YEM,1998,8.098642
Yemen,YEM,2005,10.542901
Yemen,YEM,2014,19.802757
Zambia,ZMB,1991,57.4386
Zambia,ZMB,1993,59.05605
Zambia,ZMB,1996,46.773384
Zambia,ZMB,1998,47.22561
Zambia,ZMB,2002,56.388855
Zambia,ZMB,2004,61.062454
Zambia,ZMB,2006,64.69803
Zambia,ZMB,2010,64.4019
Zambia,ZMB,2015,60.793095
Zambia,ZMB,2022,64.349754
Zimbabwe,ZWE,2011,21.580063
Zimbabwe,ZWE,2017,34.206043
Zimbabwe,ZWE,2019,39.75453
